Course Code,Exam Type,Date & Time,Room Info
BIO-2037,Oppgave,N/A,N/A
BIO-2103,Muntlig eksamen,N/A,N/A
BIO-2200,Oppgave,N/A,N/A
BIO-2200,Oppgave,N/A,N/A
BIO-2201,Assignment,N/A,N/A
BIO-2201,Assignment,N/A,N/A
BIO-2203,Assignment,N/A,N/A
BIO-2203,Assignment,N/A,N/A
BIO-2504,School exam,12. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
BIO-2506,School exam,10. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
BIO-2508,School exam,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-2513,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BIO-2516,Assignment,N/A,N/A
BIO-2516,Assignment,N/A,N/A
BIO-2601,Hjemmeeksamen,N/A,N/A
BIO-2602,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-2604,Skriftlig skoleeksamen,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BIO-2606,Hjemmeeksamen,N/A,N/A
BIO-2610,Assignment,N/A,N/A
BIO-2610,Assignment,N/A,N/A
BIO-2620,Assignment,N/A,N/A
BIO-2620,Assignment,N/A,N/A
BIO-3004,Assignment,N/A,N/A
BIO-3009,Oral exam,N/A,N/A
BIO-3011,School exam,13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
BIO-3012,Assignment,N/A,N/A
BIO-3013,Oral exam,9. desember 2024 kl. 08:00,N/A
BIO-3014,School exam,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3015,Oral exam,N/A,N/A
BIO-3018,Oral exam,N/A,N/A
BIO-3020,Assignment,N/A,N/A
BIO-3020,School exam,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
BIO-3021,Off campus exam,N/A,N/A
BIO-3027,Off campus exam,N/A,N/A
BIO-3029,Assignment,N/A,N/A
BIO-3029,School exam,4. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-3030,Assignment,N/A,N/A
BIO-3030,Assignment,N/A,N/A
BIO-3032,Oral exam,16. desember 2024 kl. 08:00,N/A
BIO-3032,Assignment,N/A,N/A
BIO-3032,School exam,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3503,School exam,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3505,Oral exam,N/A,N/A
BIO-3512,School exam,3. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-3516,Assignment,N/A,N/A
BIO-3516,Oral exam,N/A,N/A
BIO-3519,Oral exam,N/A,N/A
BIO-3529,Oral exam,N/A,N/A
BIO-3602,Skriftlig skoleeksamen,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3607,Skriftlig skoleeksamen,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
BIO-3609,School exam,2. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
BIO-3610,Off campus exam,N/A,N/A
BIO-3612,Assignment,N/A,N/A
BIO-3612,School exam,12. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
BIO-3613,Skriftlig skoleeksamen,22. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-3615,Off campus exam,N/A,N/A
BIO-3615,Portfolio,N/A,N/A
BIO-3901,Assignment,N/A,N/A
BIO-3907,Oppgave,N/A,N/A
BIO-3930,Assignment,N/A,N/A
BIO-3950,Assignment,N/A,N/A
BIO-3955,Oppgave,N/A,N/A
BIO-3960,Assignment,N/A,N/A
BIO-6002,Mappevurdering,N/A,N/A
BIO-8014,School exam,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-8015,Oral exam,N/A,N/A
BIO-8016,Oral exam,9. desember 2024 kl. 08:00,N/A
BIO-8017,School exam,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
BIO-8018,Oral exam,N/A,N/A
BIO-8020,Oral exam,N/A,N/A
BIO-8025,Assignment,N/A,N/A
BIO-8027,Off campus exam,N/A,N/A
BIO-8029,Assignment,N/A,N/A
BIO-8029,School exam,4. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
BIO-8032,Assignment,N/A,N/A
BIO-8105,Assignment,N/A,N/A
BIO-8621,Assignment,N/A,N/A
FSK-1100,Skriftlig skoleeksamen,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
FSK-1120,Skriftlig skoleeksamen,4. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
FSK-1121,Skriftlig skoleeksamen,2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
FSK-2010,Oppgave,N/A,N/A
FSK-2010,Oppgave,N/A,N/A
FSK-2020,Hjemmeeksamen,N/A,N/A
FSK-2020,Skriftlig skoleeksamen,13. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FSK-2030,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FSK-2042,Mappe/sammensatt vurdering,N/A,N/A
FSK-2043,Skriftlig skoleeksamen,11. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FSK-2050,Oppgave,N/A,N/A
FSK-2051,Assignment,N/A,N/A
FSK-2052,Skriftlig skoleeksamen,16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
FSK-2053,Hjemmeeksamen,N/A,N/A
FSK-2054,Oppgave,N/A,N/A
FSK-2060,Oppgave,N/A,N/A
FSK-2060,Oppgave,N/A,N/A
FSK-2551,Oppgave,N/A,N/A
FSK-3004,Oppgave,N/A,N/A
FSK-3004,Skriftlig skoleeksamen,13. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FSK-3014,Mappevurdering,N/A,N/A
FSK-3551,Assignment,N/A,N/A
FSK-3624,Off campus exam,N/A,N/A
FSK-3960,Oppgave,N/A,N/A
FSK-8003,Off campus exam,N/A,N/A
REI-1002,Off campus exam,N/A,N/A
REI-1004,School exam,19. november 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
REI-1010,Off campus exam,N/A,N/A
REI-1104,Hjemmeeksamen,N/A,N/A
REI-1107,Mappevurdering,N/A,N/A
REI-1502,Off campus exam,N/A,N/A
REI-2010,Assignment,N/A,N/A
REI-3015,Off campus exam,N/A,N/A
REI-3203,Hjemmeeksamen,N/A,N/A
REI-3205,Hjemmeeksamen,N/A,N/A
REI-3901,Oppgave,N/A,N/A
REI-3910,Assignment,N/A,N/A
SOK-1002,Skriftlig skoleeksamen,2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
SOK-1002NETT,Skriftlig skoleeksamen,2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SOK-1002NETT,Skriftlig skoleeksamen - Finnsnes,2. juni 2025 kl. 09:00,Studiesenteret Midt-Troms – Rom 258 Finnsnes
SOK-1002NETT,Skriftlig skoleeksamen - Oslo,2. juni 2025 kl. 09:00,N/A
SOK-1003,Mappevurdering,N/A,N/A
SOK-1004,Mappevurdering,N/A,N/A
SOK-1004,Mappevurdering,N/A,N/A
SOK-1005,Mappevurdering,N/A,N/A
SOK-1006,Mappevurdering,N/A,N/A
SOK-1010,Skriftlig skoleeksamen,28. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SOK-1010NETT,Hjemmeeksamen,N/A,N/A
SOK-1010NETT,Skriftlig skoleeksamen,28. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
SOK-2008,Muntlig eksamen,N/A,N/A
SOK-2009,Mappevurdering,N/A,N/A
SOK-2011,Mappevurdering,N/A,N/A
SOK-2013,Oppgave,N/A,N/A
SOK-2014,Oppgave,N/A,N/A
SOK-2030,Mappevurdering,N/A,N/A
SOK-2050,Assignment,N/A,N/A
SOK-2209,Oppgave,N/A,N/A
SOK-3008,Portfolio,N/A,N/A
SOK-3011,Oppgave,N/A,N/A
SOK-3012,Oppgave,N/A,N/A
SOK-3020,School exam,9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SOK-3021,Skriftlig skoleeksamen,25. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SOK-3022,Oppgave,N/A,N/A
SOK-3023,Muntlig eksamen,N/A,N/A
SOK-3023,Oppgave,N/A,N/A
SOK-3901,Assignment,N/A,N/A
SVF-3401,Assignment,N/A,N/A
SVF-3402,Assignment,N/A,N/A
SVF-3409,Assignment,N/A,N/A
SVF-3555,School exam,22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
SVF-3650,Oppgave,N/A,N/A
SVF-3650,Oppgave,N/A,N/A
