Course Code,Exam Type,Date(s),Room Info
MED-2503,Skriftlig skoleeksamen,Dato: 4. juni 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
MED-2510,Skriftlig skoleeksamen,Dato: 5. juni 2025 kl. 09:00,"(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
MED-2520,School exam,Dato: 17. desember 2024 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
MED-2521,Skriftlig skoleeksamen,Dato: 6. juni 2025 kl. 09:00,"(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
MED-3601,Muntlig eksamen,Fra 29. november  til 10. desember 2024,N/A
MED-3601,Skriftlig skoleeksamen - nasjonal,Dato: 26. november 2024 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(BODØ): Posthusgården – Undervisningsrom 138
(HAMMERFEST): Campus Hammerfest – 223 Klasserom Snefjord (Hammerfest)"
MED-3601,Skriftlig skoleeksamen - nasjonal,Dato: 27. mai 2025 kl. 09:00,"(BODØ): Posthusgården – ALR 105
(BODØ): Posthusgården – Undervisningsrom 138
(HAMMERFEST): Nye Hammerfest sykehus – Sirma
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
MED-3950,Oppgave,Innlevering: 2. juni 2025 kl. 12:00,N/A
ODO-1004,Skriftlig skoleeksamen,Dato: 3. juni 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
ODO-2008,Skriftlig skoleeksamen,Dato: 9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ODO-2009,Skriftlig skoleeksamen,Dato: 6. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ODO-2516,Skriftlig skoleeksamen,Dato: 19. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ODO-2518,Skriftlig skoleeksamen,Dato: 16. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
ODO-2520,Hjemmeeksamen,"Utlevering: 2. desember 2024 kl. 09:00
Innlevering: 2. desember 2024 kl. 13:00",N/A
ODO-3208,Skriftlig skoleeksamen,Dato: 11. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
ODO-3305,Skriftlig skoleeksamen,Dato: 13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ODO-3306,Skriftlig skoleeksamen,Dato: 26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ODO-3324,Skriftlig skoleeksamen,Dato: 28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ODO-3901,Oppgave,Innlevering: 5. mai 2025 kl. 14:00,N/A
ODO-3920,Muntlig eksamen,Dato: 11. desember 2024 kl. 12:45,N/A
PAR-1110,Skriftlig skoleeksamen,Dato: 4. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-1120,Skriftlig skoleeksamen,Dato: 11. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-1130,Skriftlig skoleeksamen,Dato: 11. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-1140,Skriftlig skoleeksamen,Dato: 15. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
PAR-2110,Hjemmeeksamen,"Utlevering: 17. februar 2025 kl. 09:00
Innlevering: 19. februar 2025 kl. 13:00",N/A
PAR-2120,Skriftlig skoleeksamen,Dato: 13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
PAR-2610,Skriftlig skoleeksamen,Dato: 9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-2630,Oppgave,Innlevering: 13. desember 2024 kl. 14:00,N/A
PED-6112,Hjemmeeksamen,"Utlevering: 22. november 2024 kl. 09:00
Innlevering: 6. desember 2024 kl. 14:00",N/A
PSY-0700,Oppgave,Innlevering: 12. mai 2025 kl. 14:00,N/A
PSY-1001,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
PSY-1004,School exam,Dato: 3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
PSY-1005,School exam,Dato: 25. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)
(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
PSY-1010,Skriftlig skoleeksamen,Dato: 30. mai 2025 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3"
PSY-1012,Skriftlig skoleeksamen,Dato: 20. juni 2025 kl. 09:00,"(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)"
PSY-1013,Skriftlig skoleeksamen,Dato: 2. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PSY-1020,Skriftlig skoleeksamen,Dato: 30. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PSY-1021,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PSY-1022,Skriftlig skoleeksamen,Dato: 20. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
PSY-1514,Hjemmeeksamen,"Utlevering: 28. mars 2025 kl. 09:00
Innlevering: 11. april 2025 kl. 14:00",N/A
PSY-1603,Oppgave,Innlevering: 13. desember 2024 kl. 14:00,N/A
PSY-1604,Oppgave,Innlevering: 6. juni 2025 kl. 14:00,N/A
PSY-1605,Oppgave,Innlevering: 13. desember 2024 kl. 14:00,N/A
PSY-1606,Oppgave,Innlevering: 11. juni 2025 kl. 14:00,N/A
PSY-1607,Oppgave,Innlevering: 16. desember 2024 kl. 14:00,N/A
PSY-1608,Oppgave,Innlevering: 6. juni 2025 kl. 14:00,N/A
PSY-1615,Oppgave,Innlevering: 13. desember 2024 kl. 14:00,N/A
PSY-1616,Oppgave,Innlevering: 11. juni 2025 kl. 14:00,N/A
PSY-1701,Skriftlig skoleeksamen,Dato: 5. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PSY-1702,Hjemmeeksamen,Innlevering: 9. desember 2024 kl. 14:00,N/A
PSY-1703,Skriftlig skoleeksamen,Dato: 2. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
PSY-1704,Skriftlig skoleeksamen,Dato: 9. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
PSY-1706,Oppgave,Innlevering: 19. mars 2025 kl. 14:00,N/A
PSY-2002,Oppgave,Innlevering: 9. desember 2024 kl. 14:00,N/A
PSY-2002,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
PSY-2012,Off campus exam,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 13. desember 2024 kl. 14:00",N/A
PSY-2031,Hjemmeeksamen,"Utlevering: 15. november 2024 kl. 09:00
Innlevering: 22. november 2024 kl. 14:00",N/A
PSY-2032,Oral exam,Fra 4. desember  til 5. desember 2024,N/A
PSY-2034,Off campus exam,"Utlevering: 24. april 2025 kl. 09:00
Innlevering: 24. april 2025 kl. 10:00",N/A
PSY-2503,School exam,Dato: 10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
PSY-2584,Skriftlig skoleeksamen,Dato: 26. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PSY-2707,Hjemmeeksamen,"Utlevering: 29. november 2024 kl. 09:00
Innlevering: 13. desember 2024 kl. 14:00",N/A
PSY-2803,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 19. mai 2025 kl. 14:00",N/A
PSY-2901,Oppgave,Innlevering: 10. desember 2024 kl. 14:00,N/A
PSY-3005,Off campus exam,"Utlevering: 11. november 2024 kl. 09:00
Innlevering: 25. november 2024 kl. 14:00",N/A
PSY-3006,Assignment,Innlevering: 2. desember 2024 kl. 14:00,N/A
PSY-3006,Assignment,Innlevering: 2. juni 2025 kl. 14:00,N/A
PSY-3015,Hjemmeeksamen,"Utlevering: 28. mars 2025 kl. 09:00
Innlevering: 11. april 2025 kl. 14:00",N/A
PSY-3023,Off campus exam,"Utlevering: 25. november 2024 kl. 09:00
Innlevering: 9. desember 2024 kl. 14:00",N/A
PSY-3023,Off campus exam,Innlevering: 10. juni 2025 kl. 14:00,N/A
PSY-3032,Oral exam,Fra 4. desember  til 5. desember 2024,N/A
PSY-3034,Off campus exam,Innlevering: 28. mai 2025 kl. 14:00,N/A
PSY-3035,Oppgave,Innlevering: 26. mars 2025 kl. 14:00,N/A
PSY-3038,Oppgave,Innlevering: 13. mai 2025 kl. 14:00,N/A
PSY-3500,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
PSY-3500,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
PSY-3501,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
