Course Code,Exam Type,Date & Time,Room Info
HEL-0750,Oppgave,N/A,N/A
HEL-0760,Oppgave,N/A,N/A
HEL-1000,Hjemmeeksamen,N/A,N/A
HEL-1700,Hjemmeeksamen,N/A,N/A
HEL-3060,Off campus exam,N/A,N/A
HEL-3066,Off campus exam,N/A,N/A
HEL-3950,Assignment,N/A,N/A
HEL-3950,Assignment,N/A,N/A
HEL-3961,Oppgave,N/A,N/A
HEL-3962,Oppgave,N/A,N/A
HEL-3963,Oppgave,N/A,N/A
HEL-3964,Oppgave,N/A,N/A
HEL-3965,Oppgave,N/A,N/A
HEL-3966,Oppgave,N/A,N/A
HEL-3967,Oppgave,N/A,N/A
HEL-6100,Hjemmeeksamen,N/A,N/A
HEL-6101,Hjemmeeksamen,N/A,N/A
HEL-6102,Hjemmeeksamen,N/A,N/A
HEL-6317,Muntlig eksamen,N/A,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
HEL-6321,Oppgave,N/A,N/A
HEL-6321,Oppgave,N/A,N/A
HEL-6322,Hjemmeeksamen,N/A,N/A
HEL-6323,Hjemmeeksamen,N/A,N/A
HEL-6324,Hjemmeeksamen,N/A,N/A
HEL-6331,Muntlig eksamen,N/A,N/A
HEL-8002,Off campus exam,N/A,N/A
HEL-8003,Off campus exam,N/A,N/A
HEL-8013,Off campus exam,N/A,N/A
HEL-8020,Hjemmeeksamen,N/A,N/A
HEL-8026,Off campus exam,N/A,N/A
HEL-8030,Off campus exam,N/A,N/A
HEL-8031,Off campus exam,N/A,N/A
HEL-8040,Off campus exam,N/A,N/A
HEL-8040,Off campus exam,N/A,N/A
HEL-8042,Off campus exam,N/A,N/A
HEL-8042,Off campus exam,N/A,N/A
HEL-8044,School exam,16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
HEL-8045-EN,Off campus exam,N/A,N/A
HEL-8045-NO,Hjemmeeksamen,N/A,N/A
HEL-8046,Off campus exam,N/A,N/A
HEL-8048,Off campus exam,N/A,N/A
IDR-0510,Hjemmeeksamen,N/A,N/A
IDR-1141,Hjemmeeksamen,N/A,N/A
IDR-1321,Hjemmeeksamen,N/A,N/A
IDR-1325,Skriftlig skoleeksamen,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
IDR-1430,Muntlig eksamen,N/A,N/A
IDR-1525,Muntlig eksamen,N/A,N/A
IDR-1541,Hjemmeeksamen,N/A,N/A
IDR-2231,Skriftlig skoleeksamen,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
IDR-2232,Skriftlig skoleeksamen,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
IDR-2250,Oppgave,N/A,N/A
IDR-2281,Hjemmeeksamen,N/A,N/A
IDR-3901,Oppgave,N/A,N/A
IDR-3901,Oppgave,N/A,N/A
IDR-3910,Oppgave,N/A,N/A
IDR-3912,Oppgave,N/A,N/A
IDR-3914,Oppgave,N/A,N/A
IDR-3922,Oppgave,N/A,N/A
IDR-6001,Hjemmeeksamen,N/A,N/A
IDR-6001,Hjemmeeksamen,N/A,N/A
IDR-6001,Hjemmeeksamen,N/A,N/A
JMO-3001,Hjemmeeksamen,N/A,N/A
JMO-3008,Oppgave,N/A,N/A
JMO-3021,Hjemmeeksamen,N/A,N/A
JMO-3022,Skriftlig skoleeksamen,1. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
MBI-1000,Muntlig eksamen,N/A,"(TROMSO): Medisin og helsefagbygget 2 – U.07.306, Grupperom"
MBI-1101,Mappevurdering,N/A,N/A
MBI-1103,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-1104,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-2001,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
MBI-2004,School exam,2. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
MBI-2005,School exam,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-2010,Assignment,N/A,N/A
MBI-2010,Assignment,N/A,N/A
MBI-2011,Skriftlig skoleeksamen,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-2012,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-2013,Skriftlig skoleeksamen,13. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
MBI-2014,Oppgave,N/A,N/A
MBI-2101,Skriftlig skoleeksamen,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
MBI-2102,Muntlig eksamen,N/A,N/A
MBI-2104,Muntlig eksamen,N/A,N/A
MBI-2105,Hjemmeeksamen,N/A,N/A
MBI-2105,Skriftlig skoleeksamen,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
MBI-2106,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-2106,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-2108,Muntlig eksamen,N/A,N/A
MBI-2108,Oppgave,N/A,N/A
MBI-2110,Muntlig eksamen,N/A,N/A
MBI-2111,Skriftlig skoleeksamen,23. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
MBI-3012,Oral exam,N/A,"(TROMSO): Medisin og helsefagbygget 2 – U.07.306, Grupperom"
MBI-3012,School exam,5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
MBI-3013,School exam,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-3015,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MBI-3911,Assignment,N/A,N/A
MED-1501,Skriftlig skoleeksamen,3. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MED-2502,Skriftlig skoleeksamen,16. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MED-2503,Skriftlig skoleeksamen,4. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MED-2510,Skriftlig skoleeksamen,5. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MED-2520,School exam,17. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MED-2521,Skriftlig skoleeksamen,6. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MED-3601,Muntlig eksamen,N/A,N/A
MED-3601,Skriftlig skoleeksamen - nasjonal,26. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MED-3601,Skriftlig skoleeksamen - nasjonal,27. mai 2025 kl. 09:00,(BODØ): Posthusgården – ALR 105
MED-3950,Oppgave,N/A,N/A
ODO-1004,Skriftlig skoleeksamen,3. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
ODO-2008,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ODO-2009,Skriftlig skoleeksamen,6. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ODO-2516,Skriftlig skoleeksamen,19. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ODO-2518,Skriftlig skoleeksamen,16. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
ODO-2520,Hjemmeeksamen,N/A,N/A
ODO-3208,Skriftlig skoleeksamen,11. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
ODO-3305,Skriftlig skoleeksamen,13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ODO-3306,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ODO-3324,Skriftlig skoleeksamen,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ODO-3901,Oppgave,N/A,N/A
ODO-3920,Muntlig eksamen,11. desember 2024 kl. 12:45,N/A
PAR-1110,Skriftlig skoleeksamen,4. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-1120,Skriftlig skoleeksamen,11. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-1130,Skriftlig skoleeksamen,11. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-1140,Skriftlig skoleeksamen,15. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
PAR-2110,Hjemmeeksamen,N/A,N/A
PAR-2120,Skriftlig skoleeksamen,13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
PAR-2610,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PAR-2630,Oppgave,N/A,N/A
PED-6112,Hjemmeeksamen,N/A,N/A
PSY-0700,Oppgave,N/A,N/A
PSY-1001,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
PSY-1004,School exam,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
PSY-1005,School exam,25. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
PSY-1010,Skriftlig skoleeksamen,30. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
PSY-1012,Skriftlig skoleeksamen,20. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
PSY-1013,Skriftlig skoleeksamen,2. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PSY-1020,Skriftlig skoleeksamen,30. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PSY-1021,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PSY-1022,Skriftlig skoleeksamen,20. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
PSY-1514,Hjemmeeksamen,N/A,N/A
PSY-1603,Oppgave,N/A,N/A
PSY-1604,Oppgave,N/A,N/A
PSY-1605,Oppgave,N/A,N/A
PSY-1606,Oppgave,N/A,N/A
PSY-1607,Oppgave,N/A,N/A
PSY-1608,Oppgave,N/A,N/A
PSY-1615,Oppgave,N/A,N/A
PSY-1616,Oppgave,N/A,N/A
PSY-1701,Skriftlig skoleeksamen,5. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PSY-1702,Hjemmeeksamen,N/A,N/A
PSY-1703,Skriftlig skoleeksamen,2. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
PSY-1704,Skriftlig skoleeksamen,9. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
PSY-1706,Oppgave,N/A,N/A
PSY-2002,Oppgave,N/A,N/A
PSY-2002,Oppgave,N/A,N/A
PSY-2012,Off campus exam,N/A,N/A
PSY-2031,Hjemmeeksamen,N/A,N/A
PSY-2032,Oral exam,N/A,N/A
PSY-2034,Off campus exam,N/A,N/A
PSY-2503,School exam,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
PSY-2584,Skriftlig skoleeksamen,26. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PSY-2707,Hjemmeeksamen,N/A,N/A
PSY-2803,Hjemmeeksamen,N/A,N/A
PSY-2901,Oppgave,N/A,N/A
PSY-3005,Off campus exam,N/A,N/A
PSY-3006,Assignment,N/A,N/A
PSY-3006,Assignment,N/A,N/A
PSY-3015,Hjemmeeksamen,N/A,N/A
PSY-3023,Off campus exam,N/A,N/A
PSY-3023,Off campus exam,N/A,N/A
PSY-3032,Oral exam,N/A,N/A
PSY-3034,Off campus exam,N/A,N/A
PSY-3035,Oppgave,N/A,N/A
PSY-3038,Oppgave,N/A,N/A
PSY-3500,Oppgave,N/A,N/A
PSY-3500,Oppgave,N/A,N/A
PSY-3501,Oppgave,N/A,N/A
PSY-3502,Oppgave,N/A,N/A
PSY-3502,Oppgave,N/A,N/A
PSY-3503,Oppgave,N/A,N/A
PSY-3503,Oppgave,N/A,N/A
PSY-3504,Oppgave,N/A,N/A
PSY-3504,Oppgave,N/A,N/A
PSY-3900,Assignment,N/A,N/A
PSY-3900,Assignment,N/A,N/A
RAD-1120,Skriftlig skoleeksamen,13. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
RAD-2110,Skriftlig skoleeksamen,6. januar 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RAD-2130,Skriftlig skoleeksamen,13. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
RAD-2150,Mappevurdering,N/A,N/A
RAD-2610,Muntlig eksamen,16. desember 2024 kl. 08:15,N/A
RAD-2620,Muntlig eksamen,N/A,N/A
RAD-2640,Oppgave,N/A,N/A
SSO-3112,Hjemmeeksamen,N/A,N/A
SSO-3115,Hjemmeeksamen,N/A,N/A
SSO-3116,Hjemmeeksamen,N/A,N/A
SSO-3117,Oppgave,N/A,N/A
SSO-3911,Oppgave,N/A,N/A
SSO-3911,Oppgave,N/A,N/A
SYD-1110,Skriftlig skoleeksamen,11. desember 2024 kl. 09:00,(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
SYD-1110,Skriftlig skoleeksamen,29. april 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
SYD-1121,Hjemmeeksamen,N/A,N/A
SYD-1130,Skriftlig skoleeksamen,13. januar 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
SYD-1130,Skriftlig skoleeksamen,2. juni 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
SYD-2111,Skriftlig skoleeksamen,31. mars 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
SYD-2120,Skriftlig skoleeksamen,6. januar 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SYD-2610,Hjemmeeksamen,N/A,N/A
SYD-2630,Oppgave,N/A,N/A
SYP-1110,Skriftlig skoleeksamen,11. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
SYP-1121,Hjemmeeksamen,N/A,N/A
SYP-1121,Hjemmeeksamen,N/A,N/A
SYP-1121,Digital kunnskapstest,N/A,N/A
SYP-1130,Skriftlig skoleeksamen,13. januar 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
SYP-1171,Hjemmeeksamen,N/A,N/A
SYP-1172,Hjemmeeksamen,N/A,N/A
SYP-2111,Kunnskapstest,N/A,N/A
SYP-2111,Skriftlig skoleeksamen,31. mars 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
SYP-2120,Skriftlig skoleeksamen,6. januar 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
SYP-2630,Oppgave,N/A,N/A
SYP-3201,Muntlig eksamen,17. desember 2024 kl. 08:15,N/A
SYP-3202,Hjemmeeksamen,N/A,N/A
SYP-3301,Muntlig eksamen,17. desember 2024 kl. 08:15,N/A
SYP-3302,Hjemmeeksamen,N/A,N/A
SYP-3401,Muntlig eksamen,N/A,N/A
SYP-3402,Hjemmeeksamen,N/A,N/A
SYP-3601,Muntlig eksamen,17. desember 2024 kl. 08:15,N/A
SYP-3602,Hjemmeeksamen,N/A,N/A
SYP-3701,Muntlig eksamen,17. desember 2024 kl. 08:15,N/A
SYP-3702,Hjemmeeksamen,N/A,N/A
SYS-1110,Skriftlig skoleeksamen,29. april 2025 kl. 09:00,N/A
SYS-1130,Skriftlig skoleeksamen,2. juni 2025 kl. 09:00,N/A
SYS-2630,Hjemmeeksamen,N/A,N/A
TPL-1004,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
TPL-1006,Skriftlig skoleeksamen,30. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
TPL-1008,Hjemmeeksamen,N/A,N/A
TPL-1010,Skriftlig skoleeksamen,5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TPL-1012,Hjemmeeksamen,N/A,N/A
TPL-1014,Skriftlig skoleeksamen,5. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
TPL-2020,Hjemmeeksamen,N/A,N/A
TPL-2024,Hjemmeeksamen,N/A,N/A
VPL-1204,Skriftlig skoleeksamen - legemiddelhåndtering,10. desember 2024 kl. 13:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
VPL-1204,Skriftlig skoleeksamen - farmakologi,10. desember 2024 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
VPL-1205,Hjemmeeksamen,N/A,N/A
VPL-1206,Skriftlig skoleeksamen,17. mars 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
VPL-1209,Muntlig eksamen,N/A,N/A
VPL-1209,Praktisk eksamen,N/A,N/A
VPL-1306,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)"
VPL-1308,Hjemmeeksamen,N/A,N/A
VPL-1309,Praktisk eksamen,N/A,N/A
VPL-1309,Muntlig eksamen,N/A,N/A
VPL-1312,Hjemmeeksamen,N/A,N/A
VPL-2015,Hjemmeeksamen,N/A,N/A
VPL-2016,Hjemmeeksamen,N/A,N/A
VPL-2316,Muntlig eksamen,N/A,N/A
