Course Code,Exam Type,Date & Time,Room Info
INF-1400,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
INF-1600,Skriftlig skoleeksamen,16. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
INF-1800,Hjemmeeksamen,N/A,N/A
INF-1900,Hjemmeeksamen,N/A,N/A
INF-2200,School exam,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
INF-2220,School exam,10. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
INF-2300,School exam,26. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
INF-2310,School exam,2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
INF-2700,School exam,5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
INF-2900,Off campus exam,N/A,N/A
INF-2900,Off campus exam,N/A,N/A
INF-2990,Assignment,N/A,N/A
INF-2990,Assignment,N/A,N/A
INF-2993,Assignment,N/A,N/A
INF-2993,Assignment,N/A,N/A
INF-3200,Oral exam,N/A,N/A
INF-3201,School exam,28. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
INF-3310,School exam,12. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
INF-3315,School exam,11. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
INF-3701,School exam,12. mai 2025 kl. 09:00,(BODØ): Posthusgården – Undervisningsrom 138
INF-3770,School exam,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
INF-3780,Portfolio,N/A,N/A
INF-3807,Oppgave,N/A,N/A
INF-3910-8,Assignment,N/A,N/A
INF-3951,Assignment,N/A,N/A
INF-3952,Assignment,N/A,N/A
INF-3981,Assignment,N/A,N/A
INF-3981,Assignment,N/A,N/A
INF-3982,Assignment,N/A,N/A
INF-3982,Assignment,N/A,N/A
INF-3983,Assignment,N/A,N/A
INF-3983,Assignment,N/A,N/A
INF-3990,Assignment,N/A,N/A
INF-3990,Assignment,N/A,N/A
INF-6010,Mappe/sammensatt vurdering,N/A,N/A
INF-6010,Muntlig eksamen,9. desember 2024 kl. 08:00,N/A
INF-8310,School exam,12. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
INF-8701,School exam,12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
KJE-1001,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
KJE-1003,Skriftlig skoleeksamen,2. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
KJE-1004,Hjemmeeksamen,N/A,N/A
KJE-1006,Mappevurdering,N/A,N/A
KJE-2002,School exam,6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
KJE-2003,Portfolio,N/A,N/A
KJE-2004,School exam,4. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
KJE-2006,School exam,21. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
KJE-2010,Oppgave,N/A,N/A
KJE-2010,Oppgave,N/A,N/A
KJE-2013,Assignment,N/A,N/A
KJE-2013,Assignment,N/A,N/A
KJE-2110,Assignment,N/A,N/A
KJE-2110,Assignment,N/A,N/A
KJE-2210,Assignment,N/A,N/A
KJE-2210,Assignment,N/A,N/A
KJE-2310,Assignment,N/A,N/A
KJE-2310,Assignment,N/A,N/A
KJE-3101,Oral exam,11. desember 2024 kl. 09:00,N/A
KJE-3102,Portfolio,N/A,N/A
KJE-3314,Portfolio,N/A,N/A
KJE-3314,Oral exam,9. desember 2024 kl. 09:00,N/A
KJE-3603,Assignment,N/A,N/A
KJE-3900,Assignment,N/A,N/A
KJE-3907,Oppgave,N/A,N/A
KJE-3907,Oppgave,N/A,N/A
KJE-6051,Mappe/sammensatt vurdering,N/A,N/A
KJE-6052,Mappevurdering,N/A,N/A
KJE-6053,Mappevurdering,N/A,N/A
KJE-6056,Mappevurdering,N/A,N/A
KJE-6057,Mappevurdering,N/A,N/A
KJE-6100,Oppgave,N/A,N/A
KJE-6100,Oppgave,N/A,N/A
KJE-6101,Hjemmeeksamen,N/A,N/A
MAT-0001,Skriftlig skoleeksamen,4. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MAT-1001,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MAT-1002,Skriftlig skoleeksamen,10. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
MAT-1003,Skriftlig skoleeksamen,2. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
MAT-1004,Skriftlig skoleeksamen,13. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
MAT-1005,Skriftlig skoleeksamen,2. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MAT-1050,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
MAT-1052,Skriftlig skoleeksamen,11. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
MAT-1060,Skriftlig skoleeksamen,31. januar 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
MAT-1301,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
MAT-2001,Oppgave,N/A,N/A
MAT-2100,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
MAT-2200,School exam,13. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MAT-2201,School exam,3. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
MAT-3001,Portfolio,N/A,N/A
MAT-3740,Assignment,N/A,N/A
MAT-3900,Assignment,N/A,N/A
MAT-3907,Oppgave,N/A,N/A
MAT-3941,Assignment,N/A,N/A
MAT-3941,Assignment,N/A,N/A
MFA-1009,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
MFA-1011,Skriftlig skoleeksamen,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
MFA-2006,Skriftlig skoleeksamen,15. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
MFA-2007,Muntlig eksamen,N/A,N/A
MFA-2008,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
MFA-2009,Skriftlig skoleeksamen,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MFA-2010,Skriftlig skoleeksamen,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
MFA-2011,Muntlig eksamen,3. desember 2024 kl. 08:00,N/A
MFA-2014,Skriftlig skoleeksamen,6. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
MFA-2016,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
MFA-2017,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
MFA-2017,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
MFA-2018,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
MFA-2020,Oppgave,N/A,N/A
MFA-8010,Off campus exam,N/A,N/A
MFA-8020,Off campus exam,N/A,N/A
MNF-2001,Mappevurdering,N/A,N/A
SIK-1003,Skriftlig skoleeksamen,27. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
SIK-1506,Oppgave,N/A,N/A
SIK-1506,Skriftlig skoleeksamen,7. mars 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
SIK-1507,Hjemmeeksamen,N/A,N/A
SIK-2001,Assignment,N/A,N/A
SIK-2002,Oppgave,N/A,N/A
SIK-2011,Assignment,N/A,N/A
SIK-2012,School exam,10. desember 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
SIK-2020,Oppgave,N/A,N/A
SIK-2503,Hjemmeeksamen,N/A,N/A
SIK-2508,Hjemmeeksamen,N/A,N/A
SIK-2509,Oppgave,N/A,N/A
SIK-2509,Oppgave,N/A,N/A
SIK-2510,Hjemmeeksamen,N/A,N/A
SIK-2511,Oppgave,N/A,N/A
SIK-2513,Hjemmeeksamen,N/A,N/A
SIK-2514,Off campus exam,N/A,N/A
SIK-2516,Off campus exam,N/A,N/A
SIK-2517,Off campus exam,N/A,N/A
SIK-2601,Hjemmeeksamen,N/A,N/A
SIK-2617,Off campus exam,N/A,N/A
STA-0001,Skriftlig skoleeksamen,30. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
STA-1001,Skriftlig skoleeksamen,22. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
STA-1050,Skriftlig skoleeksamen,13. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-2001,School exam,12. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-2002,School exam,11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-2003,Skriftlig skoleeksamen,30. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
STA-2004,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STA-3300,School exam,11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-3301,School exam,11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
STA-3740,Assignment,N/A,N/A
STA-3740,Assignment,N/A,N/A
STA-3750,Assignment,N/A,N/A
STA-3900,Assignment,N/A,N/A
STA-3941,Assignment,N/A,N/A
STA-8300,School exam,11. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
SVF-1201,Skriftlig skoleeksamen,26. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
SVF-1202,Muntlig eksamen,N/A,N/A
SVF-1203,Oppgave,N/A,N/A
SVF-1204,Skriftlig skoleeksamen,12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SVF-1601,Skriftlig skoleeksamen,11. april 2025 kl. 09:00,(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom
SVF-2103,Oppgave,N/A,N/A
SVF-2107,Off campus exam,N/A,N/A
SVF-2108,Hjemmeeksamen,N/A,N/A
SVF-2109,Off campus exam,N/A,N/A
SVF-2120,Muntlig eksamen,16. desember 2024 kl. 08:00,N/A
SVF-2120,Oppgave,N/A,N/A
SVF-2120,Oppgave,N/A,N/A
SVF-3206,Off campus exam,N/A,N/A
SVF-3207,School exam,26. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SVF-3208,Assignment,N/A,N/A
SVF-3209,Off campus exam,N/A,N/A
SVF-3210,Hjemmeeksamen,N/A,N/A
SVF-3607,Assignment,N/A,N/A
SVF-3615,Off campus exam,N/A,N/A
SVF-3616,Off campus exam,N/A,N/A
SVF-3616,Assignment,N/A,N/A
SVF-3617,Off campus exam,N/A,N/A
SVF-3617,Off campus exam,N/A,N/A
SVF-3618,Assignment,N/A,N/A
SVF-3618,Assignment,N/A,N/A
SVF-3920,Oppgave,N/A,N/A
SVF-3920,Oppgave,N/A,N/A
SVF-3945,Assignment,N/A,N/A
TEK-0002,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TEK-0002,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
TEK-0014,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
TEK-0015,Skriftlig skoleeksamen,15. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TEK-2000,Oppgave,N/A,N/A
TEK-2005,Assignment,N/A,N/A
TEK-2005,School exam,28. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
TEK-2007,Assignment,N/A,N/A
TEK-2007,School exam,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
TEK-2008,Hjemmeeksamen,N/A,N/A
TEK-2601,Skriftlig skoleeksamen,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
TEK-3002,Off campus exam,N/A,N/A
TEK-3002,School exam,2. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
TEK-3003,Oral exam,10. desember 2024 kl. 08:00,N/A
TEK-3004,Off campus exam,N/A,N/A
TEK-3017,Oral exam,6. desember 2024 kl. 09:00,N/A
TEK-3017,Off campus exam,N/A,N/A
TEK-3901,Assignment,N/A,N/A
TEK-3901,Assignment,N/A,N/A
TEK-8017,Off campus exam,N/A,N/A
