Course Code,Exam Type,Date & Time,Room Info
ENG-1005,Skriftlig skoleeksamen,22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.203, bibliotek (Tromsø)"
ENG-1014,Portfolio,N/A,N/A
ENG-1014,Portfolio,N/A,N/A
ENG-1016,Off campus exam,N/A,N/A
ENG-1110,School exam,6. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
ENG-1120,School exam,26. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ENG-1122,School exam,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ENG-2050,School exam,4. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
ENG-2050,School exam,3. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
ENG-2106,Off campus exam,N/A,N/A
ENG-2129,School exam,22. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
ENG-2950,Oppgave,N/A,N/A
ENG-2951,Oppgave,N/A,N/A
ENG-2980,Oppgave,N/A,N/A
ENG-2981,Oppgave,N/A,N/A
ENG-3050,Assignment,N/A,N/A
ENG-3051,Assignment,N/A,N/A
ENG-3060,Assignment,N/A,N/A
ENG-3070,Assignment,N/A,N/A
ENG-3105,Assignment,N/A,N/A
ENG-3114,Assignment,N/A,N/A
ENG-3122,Assignment,N/A,N/A
ENG-3130,Assignment,N/A,N/A
ENG-3192,Assignment,N/A,N/A
ENG-3197,Portfolio,N/A,N/A
ENG-3982,Oppgave,N/A,N/A
ENG-3983,Oppgave,N/A,N/A
ENG-3991,Assignment,N/A,N/A
ENG-3992,Assignment,N/A,N/A
EXF-0712,Hjemmeeksamen,N/A,N/A
EXF-0712,Hjemmeeksamen,N/A,N/A
EXF-0714,Skriftlig skoleeksamen,5. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FIL-0700,Muntlig eksamen,N/A,N/A
FIL-0700,Muntlig eksamen,N/A,N/A
FIL-0700,Oppgave,N/A,N/A
FIL-0700,Obligatorisk frammøte på undervisning,N/A,N/A
FIL-0702,Hjemmeeksamen,N/A,N/A
FIL-0702,Oppgave,N/A,N/A
FIL-0702,Oppgave,N/A,N/A
FIL-1021,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
FIL-1022,Skriftlig skoleeksamen,12. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FIL-1024,Oppgave,N/A,N/A
FIL-1025,Oppgave,N/A,N/A
FIL-1025,Skriftlig skoleeksamen,5. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
FIL-1026,Oppgave,N/A,N/A
FIL-1026,Skriftlig skoleeksamen,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
FIL-1028,Oppgave,N/A,N/A
FIL-1028,Skriftlig skoleeksamen,10. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
FIL-2031,Oppgave,N/A,N/A
FIL-2034,Oppgave,N/A,N/A
FIL-2034,Muntlig eksamen,16. desember 2024 kl. 08:30,"(TROMSO): Teorifagbygget hus 1 – Rom 1.323, undervisning"
FIL-2036,Hjemmeeksamen,N/A,N/A
FIL-2039,Oppgave,N/A,N/A
FIL-2040,Skriftlig skoleeksamen,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
FIL-2041,Muntlig eksamen,10. desember 2024 kl. 08:30,"(TROMSO): Teorifagbygget hus 1 – Rom 1.323, undervisning"
FIL-2041,Oppgave,N/A,N/A
FIL-2060,Oppgave,N/A,N/A
FIL-2060,Oppgave,N/A,N/A
FIL-2060,Muntlig eksamen,9. desember 2024 kl. 09:00,N/A
FIL-3007,Oppgave,N/A,N/A
FIL-3010,Oppgave,N/A,N/A
FIL-3017,Oppgave,N/A,N/A
FIL-3018,Oppgave,N/A,N/A
FIL-3023,Oppgave,N/A,N/A
FIL-3024,Oppgave,N/A,N/A
FIL-3900,Oppgave,N/A,N/A
FIL-3900,Muntlig eksamen,20. november 2024 kl. 11:00,N/A
FIN-1021,Muntlig eksamen,2. desember 2024 kl. 12:00,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
FIN-1021,Skriftlig skoleeksamen,22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
FIN-2021,Hjemmeeksamen,N/A,N/A
FIN-2110,Hjemmeeksamen,N/A,N/A
FIN-2950,Oppgave,N/A,N/A
FIN-3900,Oppgave,N/A,N/A
GLU-2000,Oppgave,N/A,N/A
HIF-1110,Hjemmeeksamen,N/A,N/A
HIF-1111,Hjemmeeksamen,N/A,N/A
HIF-2043,Oppgave,N/A,N/A
HIF-2055,Hjemmeeksamen,N/A,N/A
HIF-2110,Oppgave,N/A,N/A
HIF-2151,Hjemmeeksamen,N/A,N/A
HIF-2160,Hjemmeeksamen,N/A,N/A
HIF-2300,Hjemmeeksamen,N/A,N/A
HIF-3010,Assignment,N/A,N/A
HIF-3011,Assignment,N/A,N/A
HIF-3021,Assignment,N/A,N/A
HIF-3022,Off campus exam,N/A,N/A
HIF-3082,Assignment,N/A,N/A
HIF-3111,Assignment,N/A,N/A
HIF-3211,Portfolio,N/A,N/A
HIF-3301,Hjemmeeksamen,N/A,N/A
HIF-3620,School exam,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
HIF-6002,Mappevurdering,N/A,N/A
HIS-1010,Skriftlig skoleeksamen,13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
HIS-1023,Hjemmeeksamen,N/A,N/A
HIS-1025,Skriftlig skoleeksamen,23. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
HIS-1111,Off campus exam,N/A,N/A
HIS-1201,Skriftlig skoleeksamen,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
HIS-1202,Skriftlig skoleeksamen,16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
HIS-2009,Hjemmeeksamen,N/A,N/A
HIS-2010,Oppgave,N/A,N/A
HIS-2019,School exam,30. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
HIS-2022,Oppgave,N/A,N/A
HIS-3001,Oppgave,N/A,N/A
HIS-3003,Hjemmeeksamen,N/A,N/A
HIS-3005,School exam,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
HIS-3008,Hjemmeeksamen,N/A,N/A
HIS-3023,Hjemmeeksamen,N/A,N/A
HIS-3900,Oppgave,N/A,N/A
HIS-3980,Oppgave,N/A,N/A
IND-3012,Off campus exam,N/A,N/A
IND-3025,Off campus exam,N/A,N/A
IND-3026,Assignment,N/A,N/A
IND-3902,Assignment,N/A,N/A
IND-3904,Assignment,N/A,N/A
KVE-1008,Hjemmeeksamen,N/A,N/A
KVE-1008,Muntlig eksamen,22. november 2024 kl. 09:00,N/A
KVE-2021,Hjemmeeksamen,N/A,N/A
KVE-2110,Oppgave,N/A,N/A
KVE-2950,Oppgave,N/A,N/A
KVE-3900,Oppgave,N/A,N/A
KVF-3010,Hjemmeeksamen,N/A,N/A
KVF-3017,Hjemmeeksamen,N/A,N/A
KVF-3110,Hjemmeeksamen,N/A,N/A
KVF-3111,Hjemmeeksamen,N/A,N/A
KVI-0100,Oppgave,N/A,N/A
KVI-1010,Mappevurdering,N/A,N/A
KVI-1014,Hjemmeeksamen,N/A,N/A
KVI-1015,Hjemmeeksamen,N/A,N/A
KVI-1113,Muntlig eksamen,12. desember 2024 kl. 09:00,N/A
KVI-1115,Hjemmeeksamen,N/A,N/A
KVI-2018,Hjemmeeksamen,N/A,N/A
KVI-2050,Oppgave,N/A,N/A
KVI-3123,Mappevurdering,N/A,N/A
KVI-3220,Hjemmeeksamen,N/A,N/A
KVI-3900,Oppgave,N/A,N/A
LER-1001,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-1003,Oppgave,N/A,N/A
LER-1010,Muntlig eksamen,N/A,N/A
LER-1011,Oppgave,N/A,N/A
LER-1012,Muntlig eksamen,N/A,N/A
LER-1013,Oppgave,N/A,N/A
LER-1021,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-1051,Oppgave,N/A,N/A
LER-1052,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-1061,Oppgave,N/A,N/A
LER-1062,Oppgave,N/A,N/A
LER-1071,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-1101,Hjemmeeksamen,N/A,N/A
LER-1102,Hjemmeeksamen,N/A,N/A
LER-1103,Hjemmeeksamen,N/A,N/A
LER-1104,Skriftlig skoleeksamen,4. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
LER-1110,Hjemmeeksamen,N/A,N/A
LER-1111,Hjemmeeksamen,N/A,N/A
LER-1112,Hjemmeeksamen,N/A,N/A
LER-1121,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-1153,Skriftlig skoleeksamen,9. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
LER-1154,Skriftlig skoleeksamen,13. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
LER-1201,Skriftlig skoleeksamen,5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
LER-1201,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,N/A
LER-1201,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
LER-1202,Skriftlig skoleeksamen,11. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
LER-1202,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
LER-1202,Skriftlig skoleeksamen - nasjonal,21. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
LER-1204,Muntlig eksamen,4. desember 2024 kl. 09:00,N/A
LER-1211,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,N/A
LER-1211,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)"
LER-1211,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
LER-1212,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,N/A
LER-1212,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)"
LER-1221,Skriftlig skoleeksamen - nasjonal,27. november 2024 kl. 09:00,(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
LER-1221,Skriftlig skoleeksamen - nasjonal,21. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
LER-1251,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-1252,Hjemmeeksamen,N/A,N/A
LER-1253,Hjemmeeksamen,N/A,N/A
LER-1254,Hjemmeeksamen,N/A,N/A
LER-1260,Hjemmeeksamen,N/A,N/A
LER-1261,Hjemmeeksamen,N/A,N/A
LER-1262,Hjemmeeksamen,N/A,N/A
LER-1271,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-1273,Hjemmeeksamen,N/A,N/A
LER-1301,Skriftlig skoleeksamen,16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
LER-1302,Skriftlig skoleeksamen,16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
LER-1303,Muntlig eksamen,3. desember 2024 kl. 09:00,N/A
LER-1304,Muntlig eksamen,3. desember 2024 kl. 09:00,N/A
LER-1310,Muntlig eksamen,4. desember 2024 kl. 08:30,N/A
LER-1312,Skriftlig skoleeksamen,16. mai 2025 kl. 09:00,"(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P178, Parilla"
LER-1351,Muntlig eksamen,N/A,N/A
LER-1352,Muntlig eksamen,N/A,N/A
LER-1501,Praktisk eksamen,29. november 2024 kl. 08:00,N/A
LER-1511,Praktisk eksamen,N/A,N/A
LER-1711,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)"
LER-2050,Oppgave,N/A,N/A
LER-2051,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-2060,Oppgave,N/A,N/A
LER-2061,Oppgave,N/A,N/A
LER-2071,Oppgave,N/A,N/A
LER-2152,Skriftlig skoleeksamen,12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
LER-2162,Skriftlig skoleeksamen,12. mai 2025 kl. 09:00,"(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
LER-2201,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-2202,Skriftlig skoleeksamen,22. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
LER-2211,Hjemmeeksamen,N/A,N/A
LER-2212,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
LER-2221,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-2252,Hjemmeeksamen,N/A,N/A
LER-2262,Hjemmeeksamen,N/A,N/A
LER-2303,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
LER-3000,Oppgave,N/A,N/A
LER-3001,Hjemmeeksamen,N/A,N/A
LER-3002,Hjemmeeksamen,N/A,N/A
LER-3010,Muntlig eksamen,N/A,N/A
LER-3011,Hjemmeeksamen,N/A,N/A
LER-3012,Hjemmeeksamen,N/A,N/A
LER-3050,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-3100,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-3110,Hjemmeeksamen,N/A,N/A
LER-3111,Praktisk eksamen,22. mai 2025 kl. 08:30,N/A
LER-3151,Oppgave,N/A,Digital undervisning – Digital undervisning
LER-3211,Skriftlig skoleeksamen,22. mai 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
LER-3250,Hjemmeeksamen,N/A,Digital undervisning – Digital undervisning
LER-3301,Mappevurdering,N/A,N/A
LER-3680,Oppgave,N/A,N/A
LER-3901,Oppgave,N/A,N/A
LER-3902,Oppgave,N/A,N/A
LER-3903,Oppgave,N/A,N/A
LER-3904,Oppgave,N/A,N/A
LER-3905,Oppgave,N/A,N/A
LER-3906,Oppgave,N/A,N/A
LER-3908,Oppgave,N/A,N/A
LER-3911,Oppgave,N/A,N/A
LER-3912,Oppgave,N/A,N/A
LER-3913,Oppgave,N/A,N/A
LIN-3990,Assignment,N/A,N/A
MDA-1008,Mappevurdering,N/A,N/A
MDA-1008,Skriftlig skoleeksamen,6. juni 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
MDA-1013,Muntlig eksamen,12. desember 2024 kl. 08:00,N/A
MDA-1014,Skriftlig skoleeksamen,9. april 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
MDA-2001,Oppgave,N/A,N/A
MDA-2002,Oppgave,N/A,N/A
MDA-2003,Mappevurdering,N/A,N/A
MDV-1000,Hjemmeeksamen,N/A,N/A
MDV-1004,Oppgave,N/A,N/A
MDV-1005,Hjemmeeksamen,N/A,N/A
MDV-1013,Oppgave,N/A,N/A
MDV-1201,Hjemmeeksamen,N/A,N/A
MDV-1203,Muntlig eksamen,29. november 2024 kl. 09:00,N/A
MDV-1204,Hjemmeeksamen,N/A,N/A
MDV-1206,Oppgave,N/A,N/A
MDV-1210,Mappevurdering,N/A,N/A
MDV-2035,Oppgave,N/A,N/A
MDV-3050,Hjemmeeksamen,N/A,N/A
MDV-3051,Hjemmeeksamen,N/A,N/A
MDV-3062,Oppgave,N/A,N/A
MDV-3950,Oppgave,N/A,N/A
NOR-0035,Skriftlig skoleeksamen,3. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
NOR-0035,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
NOR-0036,Muntlig eksamen,N/A,N/A
NOR-1011,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
NOR-1014,Hjemmeeksamen,N/A,N/A
NOR-1015,Oppgave,N/A,N/A
NOR-1021,Skriftlig skoleeksamen,6. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
NOR-1024,Hjemmeeksamen,N/A,N/A
NOR-1025,Oppgave,N/A,N/A
NOR-1110,Hjemmeeksamen,N/A,N/A
NOR-1111,Hjemmeeksamen,N/A,N/A
NOR-1112,Hjemmeeksamen,N/A,N/A
NOR-1120,Hjemmeeksamen,N/A,N/A
NOR-1121,Hjemmeeksamen,N/A,N/A
NOR-1122,Hjemmeeksamen,N/A,N/A
NOR-2043,Oppgave,N/A,N/A
NOR-2126,Hjemmeeksamen,N/A,N/A
NOR-2950,Oppgave,N/A,N/A
NOR-2951,Oppgave,N/A,N/A
NOR-2980,Oppgave,N/A,N/A
NOR-2981,Oppgave,N/A,N/A
NOR-3016,Oppgave,N/A,N/A
NOR-3063,Oppgave,N/A,N/A
NOR-3115,Oppgave,N/A,N/A
NOR-3135,Muntlig eksamen,2. desember 2024 kl. 09:00,N/A
NOR-3137,Hjemmeeksamen,N/A,N/A
NOR-3601,Hjemmeeksamen,N/A,N/A
NOR-3910,Oppgave,N/A,N/A
NOR-3920,Oppgave,N/A,N/A
NOR-3982,Oppgave,N/A,N/A
NOR-3983,Oppgave,N/A,N/A
NOR-6004,Hjemmeeksamen,N/A,N/A
NOR-6005,Hjemmeeksamen,N/A,N/A
PED-0001,Muntlig eksamen,N/A,N/A
PED-0700,Hjemmeeksamen,N/A,N/A
PED-1001,Hjemmeeksamen,N/A,N/A
PED-1002,Hjemmeeksamen,N/A,N/A
PED-1005,Hjemmeeksamen,N/A,N/A
PED-1006,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PED-1012,Hjemmeeksamen,N/A,N/A
PED-1012,Muntlig eksamen,N/A,N/A
PED-1014,Skriftlig skoleeksamen,16. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PED-1017,Muntlig eksamen,27. mai 2025 kl. 08:15,N/A
PED-1018,Hjemmeeksamen,N/A,N/A
PED-1021,Off campus exam,N/A,N/A
PED-2003,Oppgave,N/A,N/A
PED-2017,Hjemmeeksamen,N/A,N/A
PED-2020,Hjemmeeksamen,N/A,N/A
PED-2021,Muntlig eksamen,N/A,N/A
PED-3017,Hjemmeeksamen,N/A,N/A
PED-3018,Hjemmeeksamen,N/A,N/A
PED-3032,Hjemmeeksamen,N/A,N/A
PED-3037,Hjemmeeksamen,N/A,N/A
PED-3039,Hjemmeeksamen,N/A,N/A
PED-3056,Hjemmeeksamen,N/A,N/A
PED-3065,Mappevurdering,N/A,N/A
PED-3200,Hjemmeeksamen,N/A,N/A
PED-3301,Hjemmeeksamen,N/A,N/A
PED-3302,Muntlig eksamen,N/A,N/A
PED-3303,Oppgave,N/A,N/A
PED-3900,Oppgave,N/A,N/A
PED-3901,Oppgave,N/A,N/A
PED-3903,Oppgave,N/A,N/A
PED-3905,Oppgave,N/A,N/A
PED-3910,Oppgave,N/A,N/A
PED-3911,Oppgave,N/A,N/A
PED-6327,Hjemmeeksamen,N/A,N/A
PED-6341,Muntlig eksamen,N/A,N/A
PED-6342,Oppgave,N/A,N/A
PED-6343,Oppgave,N/A,N/A
PFF-1020,Muntlig eksamen,N/A,N/A
PFF-2001,Praksisvurdering,N/A,N/A
PFF-2021,Muntlig eksamen,N/A,N/A
PFF-2022,Muntlig eksamen,N/A,N/A
PFF-2024,Oppgave,N/A,N/A
PFF-2025,Skriftlig skoleeksamen,25. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
PFF-2026,Muntlig eksamen,N/A,N/A
PFF-2027,Muntlig eksamen,N/A,N/A
PFF-2028,Skriftlig skoleeksamen,25. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
PFF-2029,Hjemmeeksamen,N/A,N/A
PFF-3002,Praksisvurdering,N/A,N/A
PFF-3022,Oppgave,N/A,N/A
PFF-3025,Oppgave,N/A,N/A
PFF-3026,Skriftlig skoleeksamen,3. juni 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PFF-3027,Hjemmeeksamen,N/A,N/A
PFF-3028,Hjemmeeksamen,N/A,N/A
PFF-3029,Oppgave,N/A,N/A
PFF-3030,Oppgave,N/A,N/A
PFF-3101,Muntlig eksamen,19. november 2024 kl. 08:15,N/A
PFF-3102,Oppgave,N/A,N/A
PFF-5010,Oppgave,N/A,N/A
PFF-5020,Hjemmeeksamen,N/A,N/A
PFF-5025,Skriftlig skoleeksamen,2. juni 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PFF-5027,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
REL-1000,Skriftlig skoleeksamen,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1019,Skriftlig skoleeksamen,3. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1022,Muntlig eksamen,N/A,N/A
REL-1032,Skriftlig skoleeksamen,22. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1034,Skriftlig skoleeksamen,21. november 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
REL-1035,Skriftlig skoleeksamen,30. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
REL-1050,Skriftlig skoleeksamen,28. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
REL-2008,Mappevurdering,N/A,N/A
REL-2015,Oppgave,N/A,N/A
REL-2025,Oppgave,N/A,N/A
REL-3054,Mappevurdering,N/A,N/A
REL-3054,Mappevurdering,N/A,N/A
REL-3056,Oppgave,N/A,N/A
REL-3057,Oppgave,N/A,N/A
